pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19
3292,2120,1315,139519,1213400,58992,3477,940,2404,499,326,132,06,081,603200,82,1429,92,115,1025,290,2908,79235,1315,17,21,25,0,67,0,31,7,0,18,130,134,92,135,126,512,96,6,0,0,0,0,24,0,66,25,0,3,0,11,0,0,0,11,75,13,0,0,0,12,0,0,50,0,0,0,0,0,0,0,0,0,06081603200,859500,32011,2634,295,78,17,13,0,0,0,10,0,06,081,603200,38,97,39,0,0,9,0,13,0,36,21,0,0,0,0,21,0,0,0,18,0,8,0,0,0,10,0,0,53027
6408,4298,2400,148520,1242800,63138,2373,755,5039,1360,660,136,06,081,603300,199,2481,71,0,1817,583,3158,72845,2400,64,25,19,79,17,0,41,0,21,39,183,259,240,242,377,794,212,89,0,0,16,37,15,0,55,116,15,0,55,0,11,0,0,35,62,14,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,06081603300,902700,31077,1671,453,222,20,0,36,30,44,30,0,06,081,603300,62,53,0,14,20,0,0,0,0,19,66,37,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52401
5469,3387,2035,133233,1197600,62194,3501,-333333333,3932,1041,545,186,06,081,603400,155,2195,0,22,1621,414,3409,66250,2035,30,36,26,0,14,57,69,30,39,66,189,187,216,105,302,669,102,0,0,0,23,0,21,0,58,99,15,0,15,21,0,0,11,37,25,0,0,0,0,25,0,0,0,17,0,0,0,0,17,0,0,0,06081603400,913600,32780,1710,344,333,0,10,99,55,38,73,16,06,081,603400,42,176,25,0,48,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51655
5706,1721,1921,141917,1335600,75746,3501,-333333333,4326,1209,388,153,06,081,603700,73,1993,99,0,1510,411,3374,55717,1921,35,29,10,26,31,0,36,30,82,111,190,144,135,115,324,623,119,0,25,50,0,21,5,0,18,91,1,0,15,0,0,0,0,75,37,13,0,0,0,0,11,13,0,58,58,0,0,0,0,0,0,0,06081603700,964300,41729,3043,324,119,15,12,54,10,13,15,0,06,081,603700,0,156,7,75,1,10,19,0,0,44,14,0,0,0,0,0,14,0,0,57,57,0,0,0,0,0,0,0,47089
2057,606,1228,106129,642600,28488,2282,143,1872,678,153,126,06,081,603801,23,1269,0,8,885,343,2304,80786,1228,64,0,7,0,35,9,0,11,16,87,136,201,121,135,188,218,66,0,3,0,0,0,0,0,63,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081603801,504700,87094,1893,93,142,0,0,0,46,0,0,49,06,081,603801,47,140,0,0,0,12,12,36,0,80,40,0,0,0,0,1,1,0,38,14,0,0,0,0,0,14,0,0,55924
5619,2095,1958,144900,1436300,92444,3107,260,4014,1347,325,126,06,081,603802,28,2121,144,36,1387,571,2932,60429,1958,54,62,8,23,43,0,25,41,15,56,154,180,228,159,274,636,222,0,0,0,0,0,16,0,206,214,34,15,35,0,85,14,10,21,25,9,16,0,0,0,0,0,0,35,25,10,0,0,0,0,0,0,06081603802,1071200,42450,2614,184,119,15,0,13,0,0,9,10,06,081,603802,72,95,17,0,0,10,26,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51863
5494,2553,2112,122273,1207500,147797,2934,324,4210,1658,402,206,06,081,603900,47,2301,246,433,1395,717,3003,66134,2112,0,0,0,19,14,157,66,41,54,78,125,374,188,212,146,638,136,0,0,19,117,0,0,0,0,313,0,0,0,0,145,0,0,168,46,0,34,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,06081603900,951400,77015,2770,92,143,0,47,48,0,14,0,0,06,081,603900,34,359,0,0,66,0,43,50,11,189,125,0,0,74,0,0,31,0,20,39,0,0,19,0,0,0,0,20,58125
3286,1541,1203,152448,1296800,89576,2817,724,2544,741,259,33,06,081,604000,29,1257,281,157,1001,202,3033,70795,1203,9,0,0,28,13,0,0,31,36,80,41,147,69,124,179,446,84,0,0,18,9,0,0,0,57,85,0,42,0,0,0,8,17,18,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,20,06081604000,937800,29817,3224,136,67,12,0,11,0,10,0,0,06,081,604000,34,167,21,0,28,24,0,53,12,29,0,0,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,11,62773
3091,614,1634,102391,632000,52389,2683,259,2639,880,441,39,06,081,604102,62,1760,47,0,358,1276,2517,66866,1634,93,46,29,27,39,50,20,2,43,122,141,183,112,114,212,401,472,12,0,70,0,0,128,80,182,269,0,0,0,0,36,38,5,190,108,0,0,0,9,27,48,0,24,43,23,0,0,0,0,10,0,10,06081604102,477200,66846,2365,269,197,26,9,0,58,52,9,0,06,081,604102,43,203,0,0,13,7,10,17,31,125,239,24,0,23,4,19,11,8,150,0,0,0,0,0,0,0,0,0,67806
3761,410,924,157105,997500,109429,2163,293,2618,503,126,44,06,081,604200,38,1117,306,79,742,182,2762,44135,924,13,0,13,14,0,19,0,17,0,69,36,96,66,103,195,283,124,23,0,0,11,12,0,0,78,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081604200,702300,52019,2136,122,110,11,0,0,12,15,41,0,06,081,604200,31,101,19,0,30,0,13,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35800
5289,1474,1881,124189,1236000,102667,3183,254,3977,913,448,121,06,081,604400,66,2021,368,126,870,1011,3108,47039,1881,93,32,130,74,36,26,11,23,19,36,101,95,283,110,288,524,222,71,30,27,10,30,0,0,54,201,17,23,0,0,30,14,13,104,43,0,0,0,10,0,0,27,6,30,0,0,0,0,0,0,0,30,06081604400,956500,71576,2200,407,144,5,16,24,24,12,0,11,06,081,604400,52,169,18,0,0,9,28,21,0,93,91,9,0,10,0,0,20,0,52,51,0,0,0,0,0,18,0,33,41534
3515,1416,1310,158696,1871300,110817,2978,1063,2651,702,436,107,06,081,604500,116,1383,482,27,1087,223,2931,67319,1310,30,56,18,37,28,11,84,0,0,89,17,94,62,91,170,523,111,0,0,0,0,0,39,0,72,62,2,23,0,22,0,0,8,7,27,0,0,0,0,11,0,0,16,39,0,13,0,0,0,0,0,26,06081604500,1295200,118025,2713,820,174,37,6,39,0,8,9,0,06,081,604500,75,116,0,21,10,0,0,16,5,64,30,0,0,0,0,10,0,0,20,29,0,0,15,0,14,0,0,0,52935
2585,784,860,178750,2000001,-333333333,3501,-333333333,1870,534,251,77,06,081,604600,120,909,11,6,781,79,2880,78016,860,31,13,8,29,5,13,31,16,16,5,24,54,63,43,125,384,32,0,0,0,5,0,27,0,0,55,17,5,0,0,5,0,0,28,11,0,0,0,0,0,11,0,0,8,0,4,0,0,4,0,0,0,06081604600,1450700,114147,3501,-333333333,94,0,0,0,0,0,42,0,06,081,604600,52,58,6,8,0,0,3,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60430
2891,833,940,224861,2000001,-333333333,3501,-333333333,2080,824,240,93,06,081,604700,74,981,209,20,771,169,4001,81738,940,0,15,11,11,0,16,23,18,17,41,23,46,40,21,107,551,21,0,0,0,8,0,0,0,13,24,6,0,0,0,6,0,4,8,30,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,06081604700,1597300,58891,2438,955,23,0,0,0,0,0,7,0,06,081,604700,16,43,8,8,20,0,3,0,0,4,21,0,7,0,0,0,0,0,14,17,0,0,0,0,0,0,0,17,67683
5165,1834,1829,160991,2000001,-333333333,3353,396,3995,1227,621,66,06,081,604800,178,2040,417,380,694,1135,3399,70512,1829,0,67,15,34,6,19,148,7,14,29,77,201,103,121,248,740,253,19,0,27,11,27,20,10,139,159,0,0,46,13,8,0,0,92,83,0,0,41,0,42,0,0,0,10,0,0,0,0,10,0,0,0,06081604800,1530300,90937,2528,164,376,34,24,43,23,116,0,12,06,081,604800,124,140,1,55,0,12,16,13,0,43,42,0,0,0,0,9,15,0,18,33,0,0,0,0,11,7,15,0,61351
3144,865,1178,136250,2000001,-333333333,3501,-333333333,2431,805,307,145,06,081,604900,114,1232,63,13,852,326,3697,68000,1178,27,3,4,0,24,6,24,0,15,105,76,136,141,73,144,400,157,0,8,13,17,0,8,0,111,44,0,8,8,0,0,0,0,28,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,06081604900,1691500,144750,2703,263,96,0,5,18,0,10,11,0,06,081,604900,52,64,0,0,13,0,0,0,0,51,33,0,0,22,11,0,0,0,0,13,13,0,0,0,0,0,0,0,61111
8159,3602,2866,216897,2000001,-333333333,2519,526,5624,1747,943,656,06,081,605000,351,3148,427,203,1740,1126,3286,96346,2866,120,21,0,35,30,58,0,0,21,69,73,436,136,153,199,1515,181,33,14,10,0,0,0,0,124,224,8,0,70,0,19,20,0,107,77,34,0,0,0,0,0,0,43,85,24,0,0,0,0,0,0,61,06081605000,1966300,141566,2405,155,270,66,17,13,0,42,0,0,06,081,605000,132,223,8,15,22,8,27,33,12,98,174,0,8,0,0,0,39,0,127,35,20,0,15,0,0,0,0,0,68724
2955,1484,1199,172841,2000001,-333333333,2426,213,2117,530,477,220,06,081,605100,153,1441,216,611,509,690,3085,78162,1199,17,42,13,0,49,5,39,4,32,60,57,58,124,60,202,437,120,0,0,24,0,11,0,0,85,104,24,0,20,0,19,0,0,41,22,0,0,0,0,16,0,0,6,17,0,0,0,0,0,4,13,0,06081605100,1405400,296824,1893,115,134,27,41,14,8,0,11,0,06,081,605100,33,74,0,12,8,16,0,14,0,24,69,14,14,0,11,0,0,0,30,27,11,0,0,16,0,0,0,0,62813
3653,2132,1391,211917,2000001,-333333333,2714,353,2609,894,536,419,06,081,605200,128,1456,177,815,1187,204,3822,107802,1391,0,0,8,17,7,9,78,38,0,23,22,97,94,122,160,716,46,0,0,0,0,10,18,0,18,99,0,5,4,0,0,29,13,48,59,0,0,15,0,0,0,44,0,0,0,0,0,0,0,0,0,0,06081605200,2000001,-333333333,2183,209,53,0,0,0,11,12,0,0,06,081,605200,30,46,0,1,9,0,6,0,0,30,16,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,76103
5059,2820,1928,167476,2000001,-333333333,2645,169,3436,1393,687,129,06,081,605300,118,2078,96,1034,1003,925,2883,100781,1928,45,43,36,37,46,0,18,20,0,38,108,83,192,162,283,817,224,0,0,30,10,0,0,0,184,245,0,0,0,25,0,0,8,212,23,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,06081605300,1765400,205342,2509,365,152,23,0,0,10,0,0,0,06,081,605300,119,193,20,15,0,0,10,21,21,106,61,26,0,15,0,8,0,0,12,5,0,0,0,5,0,0,0,0,72881
6420,3687,2740,166522,2000001,-333333333,3196,234,4954,1630,625,313,06,081,605400,270,3005,400,816,1296,1444,3175,82615,2740,101,20,0,0,48,21,0,59,197,17,198,110,239,223,541,966,347,13,0,0,48,33,0,16,237,212,33,0,54,24,0,0,0,101,119,51,0,11,0,0,0,0,57,37,0,0,0,0,0,0,0,37,06081605400,1694000,117508,2383,307,386,18,0,12,37,32,124,0,06,081,605400,163,215,54,17,0,18,0,0,0,126,206,22,21,0,0,30,19,12,102,45,0,0,0,0,19,0,0,26,72334
6148,3111,1794,250001,2000001,-333333333,3501,-333333333,3916,1409,977,630,06,081,605600,298,1887,93,186,1615,179,4001,108125,1794,32,35,0,8,17,46,3,10,18,49,50,40,46,50,112,1278,189,32,0,0,12,9,11,0,125,29,0,0,0,0,0,11,0,18,46,0,0,10,12,16,0,0,8,69,44,0,0,0,0,0,0,25,06081605600,2000001,-333333333,3501,-333333333,181,0,0,0,14,15,15,0,06,081,605600,137,62,0,12,0,0,0,0,0,50,27,17,0,0,0,0,0,0,10,31,11,0,0,0,0,0,0,20,92969
5009,2713,1766,250001,2000001,-333333333,-666666666,-222222222,3623,1329,884,504,06,081,605700,200,1927,119,298,1695,71,4001,102754,1766,33,10,9,19,0,0,0,0,7,10,17,177,144,70,63,1207,93,15,0,0,0,10,0,0,68,75,0,0,0,0,7,45,0,23,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,06081605700,2000001,-333333333,3135,805,134,37,0,32,0,7,0,0,06,081,605700,58,53,14,0,0,0,0,9,0,30,19,0,0,7,0,0,0,0,12,45,11,0,12,13,0,0,0,9,93824
2559,1880,938,206548,2000001,-333333333,3501,-333333333,1683,546,490,200,06,081,605800,52,970,143,411,654,284,4001,93906,938,0,8,0,12,43,15,13,0,15,9,26,36,42,154,69,496,72,8,8,0,10,0,7,6,33,46,0,0,0,8,0,0,6,32,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,06081605800,2000001,-333333333,2631,248,97,0,0,0,0,0,21,0,06,081,605800,76,101,0,0,10,12,31,12,23,13,18,9,0,0,0,0,0,0,9,42,15,14,0,13,0,0,0,0,82632
5299,1669,2412,106435,835800,44357,2566,527,3753,1287,766,29,06,081,606000,236,2519,265,77,1007,1405,2435,63094,2412,17,40,42,150,36,41,50,237,14,68,233,241,139,218,391,495,306,0,0,3,24,21,14,45,199,274,0,21,0,27,76,0,0,150,245,210,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,06081606000,645400,43319,2331,403,330,0,48,56,0,85,6,0,06,081,606000,135,253,30,0,15,15,46,59,16,72,52,0,0,27,0,0,0,0,25,13,0,13,0,0,0,0,0,0,40597
4922,985,1420,142105,1226700,83335,2708,201,3169,748,224,76,06,081,606100,25,1496,533,12,778,642,2770,40042,1420,118,25,6,82,6,0,16,84,35,51,52,86,58,164,267,370,273,13,0,23,0,147,20,0,70,83,24,3,34,0,14,8,0,0,39,25,0,9,0,5,0,0,0,11,0,0,0,0,2,0,0,9,06081606100,888500,67606,2222,333,342,3,5,45,34,169,14,0,06,081,606100,72,137,16,13,22,0,0,0,26,60,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35287
3794,1413,1768,136250,1283100,168756,2845,216,2979,914,554,113,06,081,606300,215,1969,74,476,981,787,2827,81507,1768,91,20,15,9,27,54,16,18,10,60,115,232,157,106,282,556,199,37,9,25,26,10,9,30,53,237,0,0,0,0,57,5,0,175,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,06081606300,911200,89095,2232,208,137,16,0,0,11,19,25,0,06,081,606300,66,162,13,4,11,46,12,0,0,76,12,0,12,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,52151
4693,1953,2479,153102,1396300,665478,3171,325,3855,1347,1170,186,06,081,606400,143,2640,387,472,844,1635,3037,87557,2479,16,155,53,64,80,104,0,18,46,128,175,215,54,112,349,910,132,0,21,0,0,27,0,0,84,365,0,91,0,0,0,0,19,255,164,0,30,17,0,0,0,0,117,22,0,0,0,0,0,0,0,22,06081606400,1187300,77117,2570,231,174,36,0,19,0,0,16,43,06,081,606400,60,217,18,16,0,0,18,21,44,100,128,0,31,0,0,0,0,30,67,67,0,0,0,24,0,0,0,43,75420
3313,2227,1285,237188,2000001,-333333333,3501,-333333333,2379,876,674,193,06,081,606500,95,1382,311,555,1068,217,4001,112500,1285,27,9,0,0,0,0,19,21,26,75,37,9,110,69,176,707,237,10,12,0,0,0,82,0,133,166,0,1,6,0,0,11,0,148,52,0,0,15,0,9,0,10,18,34,0,8,0,0,13,0,0,13,06081606500,2000001,-333333333,3236,196,124,14,0,0,0,20,0,0,06,081,606500,90,14,0,0,0,0,0,7,7,0,63,0,13,0,10,0,0,0,40,22,10,0,0,0,12,0,0,0,126750
3682,2105,1472,191786,1977300,228444,3501,-333333333,2633,1041,547,95,06,081,606600,128,1527,355,404,918,554,3527,104811,1472,19,0,0,14,0,30,17,0,23,60,85,58,112,170,150,734,197,2,0,6,0,0,0,0,189,115,68,0,0,0,0,0,0,47,103,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,06081606600,1207300,64553,2241,99,194,38,0,11,8,28,8,11,06,081,606600,90,91,31,0,0,0,0,0,0,60,52,21,0,0,0,0,11,0,20,2,2,0,0,0,0,0,0,0,71213
2444,1294,947,179836,2000001,-333333333,3501,-333333333,1754,587,467,163,06,081,606700,71,963,156,37,707,240,3618,87303,947,22,0,5,5,11,0,37,18,12,42,89,42,45,41,142,436,146,24,0,0,0,5,21,9,87,162,23,0,0,0,61,0,0,78,31,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,06081606700,1621000,92034,2074,196,28,0,0,0,8,0,0,0,06,081,606700,20,21,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,80354
3610,1627,1277,199034,2000001,-333333333,3501,-333333333,2578,787,627,124,06,081,606800,196,1339,0,0,883,394,4001,99750,1277,49,0,0,0,0,32,6,10,16,27,29,92,25,126,235,630,63,0,0,6,1,0,0,0,56,47,0,0,1,0,0,21,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081606800,1687900,126224,2784,829,224,0,0,16,13,15,20,0,06,081,606800,160,34,19,0,0,1,0,0,0,14,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87480
2607,1370,868,250001,2000001,-333333333,3501,-333333333,1908,653,454,173,06,081,606900,161,902,0,0,717,151,3955,90833,868,23,0,0,0,17,7,0,10,18,15,27,46,69,68,51,517,53,0,0,0,11,0,8,0,34,50,11,0,0,0,0,0,0,39,74,74,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,06081606900,1717100,64547,2346,114,116,55,11,0,10,0,3,6,06,081,606900,31,69,39,0,2,28,0,0,0,0,30,0,8,0,10,2,0,0,10,9,0,0,0,0,9,0,0,0,69205
3377,1569,1370,225326,2000001,-333333333,2713,212,2492,823,478,170,06,081,607000,210,1477,0,42,922,448,3108,110000,1370,7,0,10,0,23,9,28,16,19,118,55,75,119,109,70,712,95,0,9,0,8,0,9,0,69,47,0,0,0,0,0,11,0,36,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,06081607000,1603400,41669,2421,332,74,3,0,38,0,0,0,0,06,081,607000,33,75,0,19,43,0,0,0,0,13,52,12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,70000
2797,1675,1006,250001,2000001,-333333333,3501,-333333333,2088,790,548,34,06,081,607100,89,1100,201,75,788,218,4001,91528,1006,37,6,0,0,18,7,11,23,42,13,25,52,32,60,55,625,119,0,0,0,0,13,8,0,98,18,10,0,0,0,8,0,0,0,191,7,0,0,0,94,0,0,90,22,0,0,0,0,0,0,0,22,06081607100,1492600,105046,2830,562,174,7,0,15,0,9,7,0,06,081,607100,136,155,14,0,0,0,12,8,0,121,17,9,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,28,98214
4629,1024,1650,122000,1782800,152703,3028,202,2977,799,355,61,06,081,607200,82,1835,499,125,503,1147,3095,46538,1650,149,26,9,15,5,45,45,37,63,7,192,142,150,142,158,465,372,57,15,39,0,44,23,63,131,29,0,0,0,0,0,0,0,29,28,0,0,0,0,0,28,0,0,104,104,0,0,0,0,0,0,0,06081607200,1049000,149036,2544,165,537,8,55,83,118,41,117,3,06,081,607200,112,145,7,0,44,20,25,10,23,16,143,0,0,9,23,21,11,20,59,13,13,0,0,0,0,0,0,0,43298
3939,2059,1251,250001,2000001,-333333333,3501,-333333333,2706,980,507,211,06,081,607300,125,1312,560,33,1078,173,4001,94344,1251,15,0,0,46,38,0,20,0,0,17,16,95,50,46,77,831,208,8,0,43,0,15,0,0,142,83,63,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,14,10,0,10,0,0,0,0,0,0,06081607300,1428300,92126,3292,486,115,35,0,0,10,0,14,0,06,081,607300,56,34,0,0,0,10,0,13,0,11,0,0,0,0,0,0,0,0,0,20,9,0,0,0,11,0,0,0,70263
4749,2388,1997,147933,1375000,510170,2470,570,3743,1152,771,125,06,081,607400,289,2148,145,318,894,1103,2876,73819,1997,16,63,66,226,43,64,14,25,59,0,169,74,72,129,244,733,257,25,15,11,0,26,41,14,125,353,39,0,194,0,0,0,29,91,104,0,0,25,0,0,30,0,49,27,18,0,0,0,0,0,0,9,06081607400,1231000,120859,2213,211,221,11,19,80,10,33,4,0,06,081,607400,64,310,64,0,0,60,0,27,28,131,70,12,0,20,0,0,0,0,38,20,0,10,0,0,0,0,0,10,48384
6298,1632,2543,219063,1634700,73271,3501,-333333333,4636,1640,933,206,06,081,607500,275,2758,56,40,815,1728,3880,106637,2543,103,49,0,0,10,70,28,60,21,35,75,166,86,235,206,1399,466,32,16,13,62,34,12,35,262,469,8,25,19,23,12,16,13,353,341,47,13,0,0,49,40,0,192,102,0,24,0,0,0,0,11,67,06081607500,1191400,95145,3014,224,339,18,0,15,0,15,50,27,06,081,607500,214,399,29,31,47,47,18,41,34,152,203,0,0,0,0,22,0,0,181,78,21,18,0,0,9,0,0,30,71283
4352,1530,1847,124156,1536900,139588,2660,368,3126,824,684,115,06,081,607600,113,1953,520,83,731,1116,2687,81439,1847,73,24,7,28,22,38,0,72,30,14,112,289,228,193,112,605,240,11,32,2,0,7,6,10,172,204,9,16,13,9,0,0,11,146,139,0,0,0,11,0,0,0,128,14,0,4,0,0,0,10,0,0,06081607600,1126500,39891,2089,239,380,27,37,37,0,83,24,12,06,081,607600,160,141,22,16,15,13,14,26,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68854
4472,1165,1411,150875,1230800,108899,3280,289,3468,926,530,133,06,081,607701,93,1458,195,0,866,545,3377,49601,1411,22,9,10,45,67,22,9,31,67,42,65,114,141,51,247,469,99,12,1,0,0,39,0,0,47,194,28,10,64,0,0,0,29,63,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06081607701,847700,38874,3007,248,153,30,0,0,45,0,0,0,06,081,607701,78,95,0,20,6,15,0,0,0,54,91,0,0,0,9,0,49,0,33,50,22,0,0,0,11,0,0,17,32743
3038,814,807,150987,1232100,68906,3501,-333333333,2341,352,123,20,06,081,607702,56,840,80,8,648,159,3731,46725,807,15,45,17,8,27,6,8,4,8,0,70,50,52,86,166,245,86,0,17,0,0,15,28,0,26,59,9,0,5,0,26,0,0,19,10,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,06081607702,899300,42461,3501,-333333333,159,17,24,0,27,9,18,4,06,081,607702,60,72,36,16,8,9,0,0,0,3,5,0,0,5,0,0,0,0,0,43,0,9,17,0,9,0,0,8,33981
3564,1389,1139,212934,1387400,57332,3501,-333333333,2837,851,227,117,06,081,607800,205,1153,20,0,1060,79,3366,64662,1139,25,0,0,48,0,0,0,35,41,21,27,91,62,48,138,603,151,0,10,12,50,9,0,0,70,155,0,9,0,0,26,0,0,120,23,0,13,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,06081607800,1035100,39905,3224,191,90,0,0,0,6,0,20,7,06,081,607800,57,70,13,0,0,0,11,5,18,23,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48529
2986,1472,1718,139853,1090900,48012,3501,-333333333,2479,1123,597,122,06,081,607900,111,1758,0,27,865,853,3618,111359,1718,46,81,40,31,42,16,40,22,36,58,84,138,114,166,294,510,117,0,0,0,0,33,8,15,61,113,0,27,0,0,0,39,0,47,66,13,8,0,11,5,10,0,19,0,0,0,0,0,0,0,0,0,06081607900,842500,39510,3160,111,223,8,11,0,0,27,46,9,06,081,607900,122,152,0,0,20,0,20,31,0,81,48,0,0,18,0,15,0,0,15,67,0,0,11,0,9,18,0,29,66831
3539,1587,1435,195050,1252900,340014,3473,282,2643,1065,610,81,06,081,608001,283,1509,22,15,587,848,3451,103452,1435,22,78,0,21,8,0,49,13,36,48,54,54,71,117,171,693,346,12,13,0,8,10,9,52,242,102,0,0,0,0,28,0,11,63,57,0,0,0,0,34,0,0,23,74,17,0,0,0,49,8,0,0,06081608001,1004400,101682,2998,117,270,0,13,24,8,30,43,11,06,081,608001,141,139,16,0,11,19,20,12,7,54,101,0,0,20,20,0,10,0,51,128,79,0,0,10,0,0,0,39,80343
3539,1290,1300,226429,1761000,117177,3501,-333333333,2585,742,846,100,06,081,608002,267,1335,0,0,1048,252,3813,91750,1300,29,0,22,0,0,33,24,8,20,43,128,39,47,40,115,752,48,10,0,0,0,0,0,0,38,39,7,0,0,0,0,9,0,23,70,13,0,0,0,0,0,0,57,15,0,0,0,0,15,0,0,0,06081608002,1277400,105178,3390,194,112,26,0,0,15,8,0,0,06,081,608002,63,90,12,0,0,0,20,13,0,45,49,0,0,0,1,0,1,0,47,24,5,0,0,0,0,0,6,13,84000
3778,1161,1379,164141,2000001,-333333333,3501,-333333333,2878,1107,608,120,06,081,608013,257,1447,0,53,744,635,4001,83242,1379,60,0,0,14,21,0,17,47,16,27,37,135,79,126,221,579,395,38,36,7,0,9,33,9,263,143,0,17,0,0,0,0,30,96,39,0,5,0,0,7,6,7,14,18,0,0,0,0,0,0,0,18,06081608013,1308100,177396,3501,-333333333,370,18,14,17,0,19,25,22,06,081,608013,255,110,0,4,16,0,9,0,0,81,14,0,0,0,0,14,0,0,0,33,10,0,0,0,0,9,14,0,82237
2288,830,784,246750,2000001,-333333333,3501,-333333333,1674,591,386,48,06,081,608023,224,831,7,0,672,112,3766,87667,784,8,5,0,0,0,0,0,4,13,14,41,77,46,55,72,449,119,34,0,32,0,0,0,24,29,33,0,0,0,0,0,23,0,10,55,8,0,0,11,0,0,0,36,0,0,0,0,0,0,0,0,0,06081608023,1650200,90522,3501,-333333333,54,0,0,0,9,0,0,7,06,081,608023,38,0,0,0,0,0,0,0,0,0,27,8,0,0,0,7,0,0,12,17,5,0,0,5,0,0,0,7,73393
